ID|COD_SKU_SAP|UND_ORDEN|FECHA
2|6|51|1/03/2020
2|6|39|1/04/2020
2|6|48|1/05/2020
2|6|45|1/06/2020
2|6|37|1/07/2020
2|6|46|1/08/2020
2|6|45|1/09/2020
2|6|53|1/10/2020
2|6|89|1/11/2020
2|6|85|1/12/2020
2|6|143|1/01/2021
2|6|91|1/02/2021
2|6|117|1/03/2021
2|6|117|1/04/2021
2|6|146|1/05/2021
2|6|134|1/06/2021
2|6|113|1/07/2021
2|6|121|1/08/2021
2|6|124|1/09/2021
2|6|125|1/10/2021
2|6|165|1/11/2021
2|6|325|1/12/2021
2|6|361|1/01/2022
2|6|291|1/02/2022
2|6|340|1/03/2022
2|6|362|1/04/2022
2|6|353|1/05/2022
2|6|304|1/06/2022
2|6|286|1/07/2022
2|6|234|1/08/2022
2|6|215|1/09/2022
2|6|280|1/10/2022
2|6|245|1/11/2022
2|6|287|1/12/2022
2|6|261|1/01/2023
2|6|272|1/02/2023
2|6|283|1/03/2023
2|6|266|1/04/2023
2|6|275|1/05/2023
2|6|231|1/06/2023
2|6|256|1/07/2023
3|18|18|1/01/2018
3|18|22|1/02/2018
3|18|12|1/03/2018
3|18|20|1/04/2018
3|18|14|1/05/2018
3|18|22|1/06/2018
3|18|8|1/07/2018
3|18|10|1/08/2018
3|18|14|1/09/2018
3|18|15|1/10/2018
3|18|18|1/11/2018
3|18|10|1/12/2018
3|18|14|1/01/2019
3|18|15|1/02/2019
3|18|14|1/03/2019
3|18|12|1/04/2019
3|18|9|1/05/2019
3|18|12|1/06/2019
3|18|13|1/07/2019
3|18|12|1/08/2019
3|18|12|1/09/2019
3|18|20|1/10/2019
3|18|14|1/11/2019
3|18|15|1/12/2019
3|18|12|1/01/2020
3|18|15|1/02/2020
3|18|9|1/03/2020
3|18|3|1/04/2020
3|18|2|1/05/2020
3|18|5|1/06/2020
3|18|5|1/07/2020
3|18|10|1/08/2020
3|18|14|1/09/2020
3|18|24|1/10/2020
3|18|20|1/11/2020
3|18|25|1/12/2020
3|18|40|1/01/2021
3|18|14|1/02/2021
3|18|15|1/03/2021
3|18|14|1/04/2021
3|18|18|1/05/2021
3|18|22|1/06/2021
3|18|22|1/07/2021
3|18|39|1/08/2021
3|18|32|1/09/2021
3|18|37|1/10/2021
3|18|41|1/11/2021
3|18|60|1/12/2021
3|18|63|1/01/2022
3|18|51|1/02/2022
3|18|58|1/03/2022
3|18|43|1/04/2022
3|18|55|1/05/2022
3|18|55|1/06/2022
3|18|43|1/07/2022
3|18|55|1/08/2022
3|18|50|1/09/2022
3|18|81|1/10/2022
3|18|100|1/11/2022
3|18|110|1/12/2022
3|18|125|1/01/2023
3|18|104|1/02/2023
3|18|145|1/03/2023
3|18|180|1/04/2023
3|18|132|1/05/2023
3|18|129|1/06/2023
3|18|160|1/07/2023
5|31|138|1/01/2018
5|31|133|1/02/2018
5|31|127|1/03/2018
5|31|123|1/04/2018
5|31|124|1/05/2018
5|31|120|1/06/2018
5|31|128|1/07/2018
5|31|141|1/08/2018
5|31|146|1/09/2018
5|31|153|1/10/2018
5|31|161|1/11/2018
5|31|156|1/12/2018
5|31|162|1/01/2019
5|31|154|1/02/2019
5|31|194|1/03/2019
5|31|165|1/04/2019
5|31|205|1/05/2019
5|31|153|1/06/2019
5|31|192|1/07/2019
5|31|182|1/08/2019
5|31|159|1/09/2019
5|31|172|1/10/2019
5|31|162|1/11/2019
5|31|135|1/12/2019
5|31|156|1/01/2020
5|31|160|1/02/2020
5|31|144|1/03/2020
5|31|104|1/04/2020
5|31|163|1/05/2020
5|31|136|1/06/2020
5|31|208|1/07/2020
5|31|169|1/08/2020
5|31|148|1/09/2020
5|31|163|1/10/2020
5|31|163|1/11/2020
5|31|137|1/12/2020
5|31|163|1/01/2021
5|31|164|1/02/2021
5|31|207|1/03/2021
5|31|154|1/04/2021
5|31|183|1/05/2021
5|31|169|1/06/2021
5|31|204|1/07/2021
5|31|231|1/08/2021
5|31|177|1/09/2021
5|31|214|1/10/2021
5|31|169|1/11/2021
5|31|169|1/12/2021
