ID|COD_SKU_SAP|UND_ORDEN|FECHA
5|31|201|1/01/2022
5|31|186|1/02/2022
5|31|214|1/03/2022
5|31|174|1/04/2022
5|31|202|1/05/2022
5|31|211|1/06/2022
5|31|239|1/07/2022
5|31|222|1/08/2022
5|31|197|1/09/2022
5|31|273|1/10/2022
5|31|252|1/11/2022
5|31|365|1/12/2022
5|31|308|1/01/2023
5|31|259|1/02/2023
5|31|252|1/03/2023
5|31|235|1/04/2023
5|31|219|1/05/2023
5|31|203|1/06/2023
5|31|269|1/07/2023
6|33|74|1/01/2018
6|33|53|1/02/2018
6|33|45|1/03/2018
6|33|68|1/04/2018
6|33|95|1/05/2018
6|33|76|1/06/2018
6|33|55|1/07/2018
6|33|64|1/08/2018
6|33|85|1/09/2018
6|33|70|1/10/2018
6|33|72|1/11/2018
6|33|66|1/12/2018
6|33|83|1/01/2019
6|33|75|1/02/2019
6|33|87|1/03/2019
6|33|95|1/04/2019
6|33|100|1/05/2019
6|33|115|1/06/2019
6|33|97|1/07/2019
6|33|81|1/08/2019
6|33|85|1/09/2019
6|33|92|1/10/2019
6|33|87|1/11/2019
6|33|90|1/12/2019
6|33|63|1/01/2020
6|33|70|1/02/2020
6|33|163|1/03/2020
6|33|150|1/04/2020
6|33|183|1/05/2020
6|33|149|1/06/2020
6|33|164|1/07/2020
6|33|136|1/08/2020
6|33|94|1/09/2020
6|33|81|1/10/2020
6|33|66|1/11/2020
6|33|83|1/12/2020
6|33|120|1/01/2021
6|33|152|1/02/2021
6|33|174|1/03/2021
6|33|167|1/04/2021
6|33|169|1/05/2021
6|33|157|1/06/2021
6|33|136|1/07/2021
6|33|150|1/08/2021
6|33|124|1/09/2021
6|33|139|1/10/2021
6|33|118|1/11/2021
6|33|161|1/12/2021
6|33|246|1/01/2022
6|33|153|1/02/2022
6|33|154|1/03/2022
6|33|166|1/04/2022
6|33|223|1/05/2022
6|33|245|1/06/2022
6|33|238|1/07/2022
6|33|232|1/08/2022
6|33|176|1/09/2022
6|33|220|1/10/2022
6|33|213|1/11/2022
6|33|175|1/12/2022
6|33|177|1/01/2023
6|33|131|1/02/2023
6|33|181|1/03/2023
6|33|199|1/04/2023
6|33|189|1/05/2023
6|33|190|1/06/2023
6|33|209|1/07/2023
7|38|16|1/01/2018
7|38|20|1/02/2018
7|38|17|1/03/2018
7|38|24|1/04/2018
7|38|19|1/05/2018
7|38|16|1/06/2018
7|38|15|1/07/2018
7|38|13|1/08/2018
7|38|12|1/09/2018
7|38|15|1/10/2018
7|38|19|1/11/2018
7|38|26|1/12/2018
7|38|22|1/01/2019
7|38|21|1/02/2019
7|38|15|1/03/2019
7|38|26|1/04/2019
7|38|18|1/05/2019
7|38|11|1/06/2019
7|38|23|1/07/2019
7|38|14|1/08/2019
7|38|10|1/09/2019
7|38|13|1/10/2019
7|38|11|1/11/2019
7|38|10|1/12/2019
7|38|17|1/01/2020
